file,column,rows,missing,missing_pct,duplicate_header,rows_with_wrong_width
gold_dataset/bbox_coordinate_annotations_2_J.csv,original_x2,16934,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_J.csv,original_y1,16934,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_J.csv,original_y2,16934,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_J.csv,original_width,16934,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_J.csv,original_height,16934,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,image_id,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,x1,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,y1,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,x2,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,y2,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,width,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,height,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,bbox_name,16998,1,0.0059,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,annot_id,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,original_x1,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,original_x2,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,original_y1,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,original_y2,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,original_width,16998,0,0.0,False,0
gold_dataset/bbox_coordinate_annotations_2_S.csv,original_height,16998,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,image_id,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,x1,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,y1,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,x2,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,y2,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,width,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,height,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,bbox_name,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,annot_id,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,original_x1,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,original_x2,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,original_y1,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,original_y2,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,original_width,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,original_height,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,annotator,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,coord224,25989,0,0.0,False,0
gold_dataset/gold_bbox_coordinate_annotations_1000images.csv,coord_original,25989,0,0.0,False,0
gold_dataset/gold_bbox_scaling_factors_original_to_224x224.csv,image_id,1000,0,0.0,False,0
gold_dataset/gold_bbox_scaling_factors_original_to_224x224.csv,top,1000,0,0.0,False,0
gold_dataset/gold_bbox_scaling_factors_original_to_224x224.csv,bottom,1000,0,0.0,False,0
gold_dataset/gold_bbox_scaling_factors_original_to_224x224.csv,left,1000,0,0.0,False,0
gold_dataset/gold_bbox_scaling_factors_original_to_224x224.csv,right,1000,0,0.0,False,0
gold_dataset/gold_bbox_scaling_factors_original_to_224x224.csv,ratio,1000,0,0.0,False,0
silver_dataset/splits/images_to_avoid.csv,subject_id,3821,0,0.0,False,0
silver_dataset/splits/images_to_avoid.csv,study_id,3821,0,0.0,False,0
silver_dataset/splits/images_to_avoid.csv,dicom_id,3821,0,0.0,False,0
silver_dataset/splits/images_to_avoid.csv,path,3821,0,0.0,False,0
silver_dataset/splits/images_to_avoid.csv,ViewPosition,3821,0,0.0,False,0
silver_dataset/splits/test.csv,,47393,0,0.0,False,0
silver_dataset/splits/test.csv,subject_id,47393,0,0.0,False,0
silver_dataset/splits/test.csv,study_id,47393,0,0.0,False,0
silver_dataset/splits/test.csv,dicom_id,47393,0,0.0,False,0
silver_dataset/splits/test.csv,path,47393,0,0.0,False,0
silver_dataset/splits/test.csv,ViewPosition,47393,0,0.0,False,0
silver_dataset/splits/train.csv,,166521,0,0.0,False,0
silver_dataset/splits/train.csv,subject_id,166521,0,0.0,False,0
silver_dataset/splits/train.csv,study_id,166521,0,0.0,False,0
silver_dataset/splits/train.csv,dicom_id,166521,0,0.0,False,0
silver_dataset/splits/train.csv,path,166521,0,0.0,False,0
silver_dataset/splits/train.csv,ViewPosition,166521,0,0.0,False,0
silver_dataset/splits/valid.csv,,23953,0,0.0,False,0
silver_dataset/splits/valid.csv,subject_id,23953,0,0.0,False,0
silver_dataset/splits/valid.csv,study_id,23953,0,0.0,False,0
silver_dataset/splits/valid.csv,dicom_id,23953,0,0.0,False,0
silver_dataset/splits/valid.csv,path,23953,0,0.0,False,0
silver_dataset/splits/valid.csv,ViewPosition,23953,0,0.0,False,0
utils/cxr-record-list_view.csv,subject_id,377110,0,0.0,False,0
utils/cxr-record-list_view.csv,study_id,377110,0,0.0,False,0
utils/cxr-record-list_view.csv,dicom_id,377110,0,0.0,False,0
utils/cxr-record-list_view.csv,path,377110,0,0.0,False,0
utils/cxr-record-list_view.csv,ViewPosition,377110,15769,4.1815,False,0
utils/cxr-study-list_v2.csv,subject_id,227835,0,0.0,False,0
utils/cxr-study-list_v2.csv,study_id,227835,0,0.0,False,0
utils/cxr-study-list_v2.csv,path,227835,0,0.0,False,0
utils/cxr-study-list_v2.csv,gender,227835,170,0.0746,False,0
utils/cxr-study-list_v2.csv,age_decile,227835,170,0.0746,False,0
